File_name,Common name,Confidence,Buzz,Call,Cluster
252265310_003_006.wav,Rock Bunting,0.1233,,,0
252265310_006_009.wav,Hume's Warbler,0.9499,,,0
257328894_000_003.wav,Hume's Warbler,0.9525,,,-1
257328894_003_006.wav,Hume's Warbler,0.9371,,,-1
257328894_2_000_003.wav,Hume's Warbler,0.957,,,-1
257328894_2_003_006.wav,Hume's Warbler,0.8657,,,-1
257328894_2_006_009.wav,Hume's Warbler,0.8499,,,-1
257328894_2_009_012.wav,Hume's Warbler,0.9202,,,0
257328894_2_012_015.wav,Hume's Warbler,0.7944,,,0
257328894_2_015_018.wav,Hume's Warbler,0.8908,,,-1
257571222_000_003.wav,Hume's Warbler,0.988,,,-1
257578276_000_003.wav,Hume's Warbler,0.9386,,,0
259575515_000_003.wav,Hume's Warbler,0.9627,,,0
259575515_000_003.wav,Two-barred Warbler,0.3489,,,0
259575515_003_006.wav,Hume's Warbler,0.9434,,,0
259575515_009_012.wav,Hume's Warbler,0.9592,,,0
259575515_012_015.wav,White Wagtail,0.942,,,0
259575515_012_015.wav,Hume's Warbler,0.3207,,,0
259575515_012_015.wav,Gray-hooded Sierra Finch,0.1613,,,0
260390902_000_003.wav,Hume's Warbler,0.8511,,,0
260390902_003_006.wav,Hume's Warbler,0.9494,,,0
260390902_006_009.wav,Hume's Warbler,0.9233,,,0
260390902_006_009.wav,Black Phoebe,0.1165,,,0
261115712_000_003.wav,Tree Pipit,0.2836,,,0
261115712_000_003.wav,Red Avadavat,0.1319,,,0
261115712_009_012.wav,Wilson's Phalarope,0.2122,,,0
261115712_009_012.wav,Greater Prairie-Chicken,0.1419,,,0
261115712_012_015.wav,Hume's Warbler,0.8542,,,0
261115712_015_018.wav,Greater Sage-Grouse,0.1712,,,1
261115712_015_018.wav,Rock Pigeon,0.1681,,,1
261279011_000_003.wav,Hume's Warbler,0.5054,,,0
261279011_006_009.wav,Hume's Warbler,0.5213,,,0
261279011_009_012.wav,Hume's Warbler,0.6107,,,0
261279011_012_015.wav,Hume's Warbler,0.8529,,,0
261279011_012_015.wav,Human vocal,0.1019,,,0
261279011_015_018.wav,Human vocal,0.7641,,,0
261279011_018_021.wav,Hume's Warbler,0.5838,,,0
261279011_021_024.wav,Hume's Warbler,0.4573,,,0
261279011_021_024.wav,Tree Swallow,0.1218,,,0
261279011_024_027.wav,Hume's Warbler,0.6408,,,0
261279011_027_030.wav,Hume's Warbler,0.6965,,,0
261279011_030_033.wav,Hume's Warbler,0.6197,,,0
261279011_033_036.wav,Hume's Warbler,0.8851,,,-1
261279011_033_036.wav,Engine,0.2578,,,-1
261279011_036_039.wav,Engine,0.8473,,,-1
261279011_036_039.wav,Hume's Warbler,0.6616,,,-1
261279011_039_042.wav,Hume's Warbler,0.6632,,,0
261279011_039_042.wav,Engine,0.2971,,,0
261279011_042_045.wav,Hume's Warbler,0.813,,,0
261429791_000_003.wav,Hume's Warbler,0.4482,,,0
261429791_003_006.wav,Bearded Reedling,0.2614,,,0
261429791_006_009.wav,Hume's Warbler,0.9961,,,0
261429791_009_012.wav,Hume's Warbler,0.109,,,0
261429791_012_015.wav,Common Redpoll,0.2702,,,0
261429791_012_015.wav,Red-headed Myzomela,0.1666,,,0
261429791_012_015.wav,Bearded Reedling,0.1358,,,0
262114436_000_003.wav,Greenish Warbler,0.5428,,,-1
262114436_000_003.wav,Hume's Warbler,0.3656,,,-1
262114436_003_006.wav,Hume's Warbler,0.3211,,,-1
262114436_006_009.wav,Hume's Warbler,0.553,,,-1
262114436_006_009.wav,Greenish Warbler,0.1639,,,-1
262114436_009_012.wav,Hume's Warbler,0.7043,,,-1
262114436_012_015.wav,Long-billed Hermit,0.9351,,,-1
262114436_012_015.wav,Hume's Warbler,0.4054,,,-1
262114436_012_015.wav,Engine,0.101,,,-1
66223409_000_003.wav,Hume's Warbler,0.9199,,,0
66223409_003_006.wav,Hume's Warbler,0.8998,,,0
66223409_003_006.wav,Eurasian Penduline-Tit,0.4255,,,0
66223409_006_009.wav,Hume's Warbler,0.974,,,0
66223409_009_012.wav,Hume's Warbler,0.94,,,0
66696015_000_003.wav,Hume's Warbler,0.9931,,,0
66696015_006_009.wav,Hume's Warbler,0.9888,,,0
66696015_009_012.wav,Hume's Warbler,0.9959,,,0
88074524_000_003.wav,Hume's Warbler,0.3575,,,0
88074524_000_003.wav,Greenish Warbler,0.1247,,,0
88074524_003_006.wav,Hume's Warbler,0.9582,,,-1
90247731_000_003.wav,Hume's Warbler,0.9675,,,-1
90247731_000_003.wav,Tickell's Leaf Warbler,0.1163,,,-1
90247731_003_006.wav,Hume's Warbler,0.9879,,,-1
90247731_003_006.wav,Tickell's Leaf Warbler,0.1753,,,-1
XC116651 - Hume's Leaf Warbler - Phylloscopus humei humei_000_003.wav,Hume's Warbler,0.9935,,,0
XC116651 - Hume's Leaf Warbler - Phylloscopus humei humei_006_009.wav,Hume's Warbler,0.975,,,-1
XC116651 - Hume's Leaf Warbler - Phylloscopus humei humei_009_012.wav,Hume's Warbler,0.9746,,,0
XC116651 - Hume's Leaf Warbler - Phylloscopus humei humei_009_012.wav,Two-barred Warbler,0.1238,,,0
XC116651 - Hume's Leaf Warbler - Phylloscopus humei humei_009_012.wav,Greenish Warbler,0.1188,,,0
XC116651 - Hume's Leaf Warbler - Phylloscopus humei humei_012_015.wav,Hume's Warbler,0.31,,,0
XC116651 - Hume's Leaf Warbler - Phylloscopus humei humei_015_018.wav,Hume's Warbler,0.9797,,,-1
XC116651 - Hume's Leaf Warbler - Phylloscopus humei humei_015_018.wav,Two-barred Warbler,0.1871,,,-1
XC116651 - Hume's Leaf Warbler - Phylloscopus humei humei_015_018.wav,Greenish Warbler,0.1276,,,-1
XC116652 - Hume's Leaf Warbler - Phylloscopus humei humei_000_003.wav,Hume's Warbler,0.978,,,0
XC116652 - Hume's Leaf Warbler - Phylloscopus humei humei_003_006.wav,Hume's Warbler,0.9674,,,0
XC116652 - Hume's Leaf Warbler - Phylloscopus humei humei_006_009.wav,Hume's Warbler,0.9674,,,0
XC116652 - Hume's Leaf Warbler - Phylloscopus humei humei_006_009.wav,Greenish Warbler,0.195,,,0
XC116652 - Hume's Leaf Warbler - Phylloscopus humei humei_009_012.wav,Hume's Warbler,0.9454,,,0
XC116652 - Hume's Leaf Warbler - Phylloscopus humei humei_012_015.wav,Hume's Warbler,0.9712,,,0
XC116652 - Hume's Leaf Warbler - Phylloscopus humei humei_012_015.wav,Greenish Warbler,0.1131,,,0
XC116652 - Hume's Leaf Warbler - Phylloscopus humei humei_015_018.wav,Hume's Warbler,0.9876,,,0
XC116652 - Hume's Leaf Warbler - Phylloscopus humei humei_015_018.wav,Greenish Warbler,0.1804,,,0
XC116652 - Hume's Leaf Warbler - Phylloscopus humei humei_018_021.wav,Hume's Warbler,0.9775,,,0
XC116652 - Hume's Leaf Warbler - Phylloscopus humei humei_021_024.wav,Hume's Warbler,0.9635,,,0
XC116652 - Hume's Leaf Warbler - Phylloscopus humei humei_024_027.wav,Hume's Warbler,0.9833,,,0
XC116652 - Hume's Leaf Warbler - Phylloscopus humei humei_027_030.wav,Hume's Warbler,0.9946,,,0
XC116652 - Hume's Leaf Warbler - Phylloscopus humei humei_030_033.wav,Hume's Warbler,0.9519,,,1
XC120473 - Hume's Leaf Warbler - Phylloscopus humei humei_000_003.wav,Hume's Warbler,0.6881,,,-1
XC120473 - Hume's Leaf Warbler - Phylloscopus humei humei_000_003.wav,Common Rosefinch,0.1511,,,-1
XC120473 - Hume's Leaf Warbler - Phylloscopus humei humei_003_006.wav,Common Rosefinch,0.8665,,,0
XC120473 - Hume's Leaf Warbler - Phylloscopus humei humei_006_009.wav,Common Rosefinch,0.6842,,,0
XC120473 - Hume's Leaf Warbler - Phylloscopus humei humei_009_012.wav,Western Bonelli's Warbler,0.236,,,0
XC120473 - Hume's Leaf Warbler - Phylloscopus humei humei_012_015.wav,Hume's Warbler,0.8612,,,-1
XC120473 - Hume's Leaf Warbler - Phylloscopus humei humei_015_018.wav,Common Rosefinch,0.8386,,,0
XC120473 - Hume's Leaf Warbler - Phylloscopus humei humei_018_021.wav,Common Rosefinch,0.9777,,,0
XC120473 - Hume's Leaf Warbler - Phylloscopus humei humei_021_024.wav,Common Rosefinch,0.8723,,,0
XC120473 - Hume's Leaf Warbler - Phylloscopus humei humei_024_027.wav,Hume's Warbler,0.9801,,,-1
XC120473 - Hume's Leaf Warbler - Phylloscopus humei humei_027_030.wav,Common Rosefinch,0.8622,,,0
XC120473 - Hume's Leaf Warbler - Phylloscopus humei humei_033_036.wav,Common Rosefinch,0.9815,,,0
XC120473 - Hume's Leaf Warbler - Phylloscopus humei humei_036_039.wav,Hume's Warbler,0.931,,,-1
XC120473 - Hume's Leaf Warbler - Phylloscopus humei humei_039_042.wav,Common Rosefinch,0.7929,,,1
XC120496 - Hume's Leaf Warbler - Phylloscopus humei humei_000_003.wav,Hume's Warbler,0.9985,,,0
XC120496 - Hume's Leaf Warbler - Phylloscopus humei humei_003_006.wav,Hume's Warbler,0.979,,,0
XC120496 - Hume's Leaf Warbler - Phylloscopus humei humei_006_009.wav,Hume's Warbler,0.8921,,,0
XC120496 - Hume's Leaf Warbler - Phylloscopus humei humei_009_012.wav,Hume's Warbler,0.9878,,,0
XC120496 - Hume's Leaf Warbler - Phylloscopus humei humei_012_015.wav,Hume's Warbler,0.9982,,,0
XC120496 - Hume's Leaf Warbler - Phylloscopus humei humei_015_018.wav,Hume's Warbler,0.9937,,,0
XC120496 - Hume's Leaf Warbler - Phylloscopus humei humei_018_021.wav,Hume's Warbler,0.995,,,0
XC120496 - Hume's Leaf Warbler - Phylloscopus humei humei_021_024.wav,Hume's Warbler,0.9973,,,0
XC120496 - Hume's Leaf Warbler - Phylloscopus humei humei_024_027.wav,Hume's Warbler,0.9952,,,0
XC120496 - Hume's Leaf Warbler - Phylloscopus humei humei_027_030.wav,Hume's Warbler,0.9975,,,0
XC128094 - Hume's Leaf Warbler - Phylloscopus humei humei_000_003.wav,Hume's Warbler,0.9903,,,-1
XC128094 - Hume's Leaf Warbler - Phylloscopus humei humei_003_006.wav,Hume's Warbler,0.9536,,,-1
XC128094 - Hume's Leaf Warbler - Phylloscopus humei humei_006_009.wav,Hume's Warbler,0.928,,,-1
XC128094 - Hume's Leaf Warbler - Phylloscopus humei humei_009_012.wav,Hume's Warbler,0.9652,,,-1
XC128094 - Hume's Leaf Warbler - Phylloscopus humei humei_012_015.wav,Hume's Warbler,0.9973,,,0
XC128094 - Hume's Leaf Warbler - Phylloscopus humei humei_015_018.wav,Hume's Warbler,0.9865,,,0
XC128094 - Hume's Leaf Warbler - Phylloscopus humei humei_018_021.wav,Hume's Warbler,0.9466,,,0
XC128094 - Hume's Leaf Warbler - Phylloscopus humei humei_021_024.wav,Hume's Warbler,0.21,,,1
XC128094 - Hume's Leaf Warbler - Phylloscopus humei humei_021_024.wav,Greenish Warbler,0.201,,,1
XC128095 - Hume's Leaf Warbler - Phylloscopus humei humei_000_003.wav,Hume's Warbler,0.9976,,,0
XC128095 - Hume's Leaf Warbler - Phylloscopus humei humei_003_006.wav,Hume's Warbler,0.9914,,,0
XC128095 - Hume's Leaf Warbler - Phylloscopus humei humei_006_009.wav,Hume's Warbler,0.9253,,,0
XC128095 - Hume's Leaf Warbler - Phylloscopus humei humei_009_012.wav,Hume's Warbler,0.9935,,,0
XC128095 - Hume's Leaf Warbler - Phylloscopus humei humei_012_015.wav,Hume's Warbler,0.989,,,0
XC128095 - Hume's Leaf Warbler - Phylloscopus humei humei_015_018.wav,Hume's Warbler,0.9817,,,-1
XC128095 - Hume's Leaf Warbler - Phylloscopus humei humei_018_021.wav,Hume's Warbler,0.9889,,,0
XC128095 - Hume's Leaf Warbler - Phylloscopus humei humei_021_024.wav,Hume's Warbler,0.9898,,,-1
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_000_003.wav,Hume's Warbler,0.9373,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_003_006.wav,Hume's Warbler,0.9636,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_006_009.wav,Hume's Warbler,0.8987,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_009_012.wav,Hume's Warbler,0.9077,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_012_015.wav,Hume's Warbler,0.8428,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_015_018.wav,Hume's Warbler,0.7462,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_018_021.wav,Hume's Warbler,0.7834,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_021_024.wav,Hume's Warbler,0.9464,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_024_027.wav,Hume's Warbler,0.9675,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_027_030.wav,Hume's Warbler,0.7619,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_030_033.wav,Hume's Warbler,0.7907,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_033_036.wav,Hume's Warbler,0.9577,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_036_039.wav,Hume's Warbler,0.8831,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_039_042.wav,Hume's Warbler,0.8374,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_042_045.wav,Hume's Warbler,0.7733,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_045_048.wav,Hume's Warbler,0.9411,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_048_051.wav,Hume's Warbler,0.6632,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_051_054.wav,Hume's Warbler,0.6739,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_057_060.wav,Hume's Warbler,0.8681,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_060_063.wav,Hume's Warbler,0.9374,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_063_066.wav,Hume's Warbler,0.9067,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_066_069.wav,Hume's Warbler,0.7751,,,0
XC128097 - Hume's Leaf Warbler - Phylloscopus humei humei_072_075.wav,Hume's Warbler,0.4208,,,0
XC145184 - Hume's Leaf Warbler - Phylloscopus humei humei_000_003.wav,Hume's Warbler,0.8978,,,0
XC145184 - Hume's Leaf Warbler - Phylloscopus humei humei_003_006.wav,Hume's Warbler,0.9858,,,0
XC145184 - Hume's Leaf Warbler - Phylloscopus humei humei_006_009.wav,Hume's Warbler,0.8282,,,0
XC145184 - Hume's Leaf Warbler - Phylloscopus humei humei_009_012.wav,Hume's Warbler,0.9617,,,0
XC145184 - Hume's Leaf Warbler - Phylloscopus humei humei_012_015.wav,Hume's Warbler,0.9684,,,0
XC145184 - Hume's Leaf Warbler - Phylloscopus humei humei_015_018.wav,Hume's Warbler,0.9903,,,0
XC145184 - Hume's Leaf Warbler - Phylloscopus humei humei_018_021.wav,Hume's Warbler,0.9979,,,0
XC145184 - Hume's Leaf Warbler - Phylloscopus humei humei_021_024.wav,Hume's Warbler,0.9847,,,0
XC145184 - Hume's Leaf Warbler - Phylloscopus humei humei_024_027.wav,Hume's Warbler,0.9947,,,0
XC145184 - Hume's Leaf Warbler - Phylloscopus humei humei_027_030.wav,Hume's Warbler,0.9859,,,0
XC145184 - Hume's Leaf Warbler - Phylloscopus humei humei_030_033.wav,Hume's Warbler,0.9621,,,0
XC145184 - Hume's Leaf Warbler - Phylloscopus humei humei_033_036.wav,Hume's Warbler,0.9622,,,0
XC145184 - Hume's Leaf Warbler - Phylloscopus humei humei_036_039.wav,Hume's Warbler,0.9966,,,0
XC145184 - Hume's Leaf Warbler - Phylloscopus humei humei_039_042.wav,Hume's Warbler,0.9956,,,0
XC145184 - Hume's Leaf Warbler - Phylloscopus humei humei_042_045.wav,Hume's Warbler,0.9639,,,0
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_000_003.wav,Eurasian Siskin,0.3376,,,0
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_003_006.wav,Hume's Warbler,0.9728,,,-1
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_006_009.wav,Hume's Warbler,0.1565,,,-1
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_009_012.wav,Two-barred Warbler,0.1662,,,0
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_012_015.wav,Two-barred Warbler,0.1387,,,0
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_015_018.wav,Hume's Warbler,0.9193,,,-1
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_018_021.wav,Hume's Warbler,0.2239,,,0
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_021_024.wav,Long-tailed Minivet,0.2907,,,0
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_021_024.wav,Two-barred Warbler,0.1539,,,0
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_024_027.wav,Dusky Warbler,0.161,,,0
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_024_027.wav,Two-barred Warbler,0.1208,,,0
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_027_030.wav,Hume's Warbler,0.9818,,,0
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_030_033.wav,Hume's Warbler,0.6959,,,0
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_033_036.wav,Two-barred Warbler,0.1314,,,0
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_036_039.wav,Hume's Warbler,0.6968,,,-1
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_039_042.wav,Hume's Warbler,0.992,,,0
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_042_045.wav,Hume's Warbler,0.6283,,,0
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_042_045.wav,Common Rosefinch,0.4131,,,0
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_045_048.wav,Dusky Warbler,0.4403,,,-1
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_048_051.wav,Hume's Warbler,0.9377,,,0
XC145217 - Hume's Leaf Warbler - Phylloscopus humei humei_051_054.wav,Hume's Warbler,0.9274,,,-1
XC149330 - Hume's Leaf Warbler - Phylloscopus humei humei_000_003.wav,Hume's Warbler,0.944,,,-1
XC149330 - Hume's Leaf Warbler - Phylloscopus humei humei_003_006.wav,Hume's Warbler,0.9701,,,-1
XC149330 - Hume's Leaf Warbler - Phylloscopus humei humei_006_009.wav,Hume's Warbler,0.7304,,,-1
XC149330 - Hume's Leaf Warbler - Phylloscopus humei humei_009_012.wav,Hume's Warbler,0.8534,,,-1
XC149330 - Hume's Leaf Warbler - Phylloscopus humei humei_012_015.wav,Hume's Warbler,0.8289,,,-1
XC149330 - Hume's Leaf Warbler - Phylloscopus humei humei_015_018.wav,Hume's Warbler,0.9516,,,-1
XC149330 - Hume's Leaf Warbler - Phylloscopus humei humei_018_021.wav,Hume's Warbler,0.9114,,,-1
XC149330 - Hume's Leaf Warbler - Phylloscopus humei humei_021_024.wav,Hume's Warbler,0.8824,,,-1
XC149330 - Hume's Leaf Warbler - Phylloscopus humei humei_024_027.wav,Hume's Warbler,0.7882,,,-1
XC149330 - Hume's Leaf Warbler - Phylloscopus humei humei_027_030.wav,Hume's Warbler,0.7802,,,-1
XC149330 - Hume's Leaf Warbler - Phylloscopus humei humei_030_033.wav,Hume's Warbler,0.9439,,,-1
XC149330 - Hume's Leaf Warbler - Phylloscopus humei humei_033_036.wav,Hume's Warbler,0.8601,,,-1
XC149330 - Hume's Leaf Warbler - Phylloscopus humei humei_036_039.wav,Hume's Warbler,0.8351,,,-1
XC149330 - Hume's Leaf Warbler - Phylloscopus humei humei_039_042.wav,Hume's Warbler,0.3064,,,-1
XC149330 - Hume's Leaf Warbler - Phylloscopus humei humei_039_042.wav,Greenish Elaenia,0.1453,,,-1
XC150181 - Hume's Leaf Warbler - Phylloscopus humei humei_000_003.wav,Hume's Warbler,0.9975,,,0
XC150181 - Hume's Leaf Warbler - Phylloscopus humei humei_003_006.wav,Hume's Warbler,0.9992,,,0
XC150181 - Hume's Leaf Warbler - Phylloscopus humei humei_006_009.wav,Hume's Warbler,0.9992,,,0
XC150181 - Hume's Leaf Warbler - Phylloscopus humei humei_009_012.wav,Hume's Warbler,0.9962,,,0
XC150181 - Hume's Leaf Warbler - Phylloscopus humei humei_012_015.wav,Hume's Warbler,0.9989,,,0
XC150181 - Hume's Leaf Warbler - Phylloscopus humei humei_015_018.wav,Hume's Warbler,0.9981,,,-1
XC150181 - Hume's Leaf Warbler - Phylloscopus humei humei_018_021.wav,Hume's Warbler,0.9994,,,0
XC150198 - Hume's Leaf Warbler - Phylloscopus humei humei_000_003.wav,Hume's Warbler,0.9981,,,0
XC150198 - Hume's Leaf Warbler - Phylloscopus humei humei_003_006.wav,Hume's Warbler,0.9894,,,0
XC150198 - Hume's Leaf Warbler - Phylloscopus humei humei_006_009.wav,Hume's Warbler,0.9662,,,0
XC150198 - Hume's Leaf Warbler - Phylloscopus humei humei_009_012.wav,Hume's Warbler,0.9979,,,0
